sire,n_runners,sire_line,avg_distance,dist_sprint_rate,dist_sprint_top3,dist_mile_rate,dist_mile_top3,dist_middle_rate,dist_middle_top3,dist_long_rate,dist_long_top3,surf_芝_rate,surf_芝_top3,surf_ダート_rate,surf_ダート_top3,tc_良_rate,tc_良_top3,tc_稍重_rate,tc_稍重_top3,tc_重_rate,tc_重_top3,tc_不良_rate,tc_不良_top3,venue_札幌_rate,venue_札幌_top3,venue_函館_rate,venue_函館_top3,venue_福島_rate,venue_福島_top3,venue_新潟_rate,venue_新潟_top3,venue_東京_rate,venue_東京_top3,venue_中山_rate,venue_中山_top3,venue_中京_rate,venue_中京_top3,venue_京都_rate,venue_京都_top3,venue_阪神_rate,venue_阪神_top3,venue_小倉_rate,venue_小倉_top3,overall_top3_rate,overall_win_rate,mstn_allele_c,mstn_allele_t,line_その他,line_エーピーインディ系,line_キングカメハメハ系,line_サドラーズウェルズ系,line_サンデーサイレンス系,line_ストームキャット系,line_デインヒル系,line_デピュティミニスター系,line_ノーザンダンサー系,line_ミスタープロスペクター系,line_ロベルト系
サートゥルナーリア,118,キングカメハメハ系,1827.906976744186,0.06976744186046512,0.0,0.2558139534883721,0.18181818181818182,0.627906976744186,0.2222222222222222,0.046511627906976744,0.0,0.3644067796610169,0.20930232558139536,0.0,0.0,0.8983050847457628,0.2830188679245283,0.06779661016949153,0.25,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.4067796610169492,0.3541666666666667,0.1271186440677966,0.4,0.2033898305084746,0.125,0.1694915254237288,0.15,0.059322033898305086,0.14285714285714285,0.2711864406779661,0.11016949152542373,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
シスキンSiskin(米),32,デインヒル系,1680.0,0.13333333333333333,0.0,0.3333333333333333,0.2,0.5333333333333333,0.25,0.0,0.0,0.46875,0.2,0.0,0.0,0.84375,0.2962962962962963,0.09375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.35714285714285715,0.0,0.0,0.21875,0.42857142857142855,0.25,0.25,0.09375,0.0,0.3125,0.03125,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
シニスターミニスターSinister Minister(米),125,エーピーインディ系,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008,0.0,0.848,0.2830188679245283,0.104,0.15384615384615385,0.04,0.4,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.336,0.2619047619047619,0.152,0.5263157894736842,0.2,0.28,0.184,0.17391304347826086,0.088,0.18181818181818182,0.272,0.096,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
シャンハイボビーShanghai Bobby(米),66,ストームキャット系,1863.0,0.2,0.0,0.4,0.0,0.1,0.0,0.3,0.0,0.13636363636363635,0.1111111111111111,0.015151515151515152,0.0,0.803030303030303,0.18867924528301888,0.12121212121212122,0.25,0.07575757575757576,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.36363636363636365,0.2916666666666667,0.12121212121212122,0.0,0.18181818181818182,0.08333333333333333,0.22727272727272727,0.13333333333333333,0.09090909090909091,0.3333333333333333,0.19696969696969696,0.030303030303030304,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
シュヴァルグラン,29,サンデーサイレンス系,1828.0,0.2,0.0,0.1,0.0,0.5,0.0,0.2,0.0,0.3103448275862069,0.1111111111111111,0.034482758620689655,0.0,0.8275862068965517,0.125,0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.3793103448275862,0.09090909090909091,0.1724137931034483,0.0,0.1724137931034483,0.2,0.06896551724137931,0.0,0.13793103448275862,0.0,0.13793103448275862,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
シルバーステート,171,サンデーサイレンス系,1848.5294117647059,0.11764705882352941,0.125,0.25,0.29411764705882354,0.5147058823529411,0.34285714285714286,0.11764705882352941,0.375,0.3684210526315789,0.30158730158730157,0.029239766081871343,0.4,0.8947368421052632,0.29411764705882354,0.07602339181286549,0.0,0.029239766081871343,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011695906432748537,0.0,0.4853801169590643,0.27710843373493976,0.04093567251461988,0.0,0.1871345029239766,0.375,0.1286549707602339,0.2727272727272727,0.14619883040935672,0.16,0.27485380116959063,0.1286549707602339,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ジャスタウェイ,74,サンデーサイレンス系,1982.3809523809523,0.047619047619047616,0.0,0.3333333333333333,0.42857142857142855,0.38095238095238093,0.125,0.23809523809523808,0.6,0.2702702702702703,0.3,0.013513513513513514,0.0,0.8918918918918919,0.2727272727272727,0.08108108108108109,0.3333333333333333,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04054054054054054,0.0,0.47297297297297297,0.22857142857142856,0.14864864864864866,0.2727272727272727,0.21621621621621623,0.3125,0.06756756756756757,0.4,0.05405405405405406,0.0,0.28378378378378377,0.0945945945945946,0.05,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
スクリーンヒーロー,46,ロベルト系,1990.5882352941176,0.11764705882352941,0.0,0.0,0.0,0.7058823529411765,0.3333333333333333,0.17647058823529413,0.0,0.34782608695652173,0.375,0.021739130434782608,0.0,0.9565217391304348,0.38636363636363635,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.6956521739130435,0.375,0.021739130434782608,0.0,0.10869565217391304,0.4,0.043478260869565216,0.0,0.08695652173913043,0.0,0.3695652173913043,0.15217391304347827,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ストロングリターン,24,サンデーサイレンス系,1882.5,0.375,0.0,0.125,0.0,0.25,0.0,0.25,0.0,0.2916666666666667,0.0,0.041666666666666664,0.0,0.7916666666666666,0.10526315789473684,0.125,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.2916666666666667,0.0,0.125,0.0,0.041666666666666664,0.0,0.16666666666666666,0.0,0.2916666666666667,0.14285714285714285,0.125,0.041666666666666664,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
スワーヴリチャード,70,サンデーサイレンス系,1862.962962962963,0.14814814814814814,0.0,0.14814814814814814,0.0,0.5925925925925926,0.375,0.1111111111111111,0.0,0.38571428571428573,0.25925925925925924,0.0,0.0,0.8857142857142857,0.24193548387096775,0.07142857142857142,0.2,0.02857142857142857,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2857142857142857,0.14285714285714285,0.2,0.18571428571428572,0.15384615384615385,0.12857142857142856,0.2222222222222222,0.14285714285714285,0.3,0.24285714285714285,0.02857142857142857,0.1,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
タリスマニックTalismanic(英),34,デインヒル系,1821.111111111111,0.5555555555555556,0.4,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.23529411764705882,0.375,0.029411764705882353,0.0,0.8529411764705882,0.3793103448275862,0.08823529411764706,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.38235294117647056,0.23076923076923078,0.14705882352941177,0.4,0.11764705882352941,0.0,0.08823529411764706,0.0,0.23529411764705882,0.375,0.3235294117647059,0.08823529411764706,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
タワーオブロンドン,61,サンデーサイレンス系,1637.857142857143,0.5714285714285714,0.125,0.21428571428571427,0.0,0.0,0.0,0.21428571428571427,0.0,0.18032786885245902,0.09090909090909091,0.04918032786885246,0.0,0.8688524590163934,0.16981132075471697,0.09836065573770492,0.3333333333333333,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.29508196721311475,0.2222222222222222,0.13114754098360656,0.0,0.18032786885245902,0.18181818181818182,0.14754098360655737,0.3333333333333333,0.21311475409836064,0.23076923076923078,0.19672131147540983,0.03278688524590164,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダイワメジャー,65,サンデーサイレンス系,1557.3333333333333,0.43333333333333335,0.23076923076923078,0.26666666666666666,0.25,0.23333333333333334,0.2857142857142857,0.06666666666666667,0.0,0.46153846153846156,0.26666666666666666,0.0,0.0,0.8615384615384616,0.26785714285714285,0.13846153846153847,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.3230769230769231,0.2857142857142857,0.1076923076923077,0.14285714285714285,0.15384615384615385,0.1,0.1076923076923077,0.14285714285714285,0.26153846153846155,0.29411764705882354,0.24615384615384617,0.07692307692307693,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダノンキングリー,22,サンデーサイレンス系,1700.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.8636363636363636,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.1,0.09090909090909091,0.0,0.22727272727272727,0.0,0.09090909090909091,0.0,0.13636363636363635,0.0,0.09090909090909091,0.045454545454545456,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダノンスマッシュ,46,サンデーサイレンス系,1542.857142857143,0.14285714285714285,0.0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.15217391304347827,0.0,0.0,0.0,0.8260869565217391,0.15789473684210525,0.08695652173913043,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6521739130434783,0.26666666666666666,0.021739130434782608,0.0,0.17391304347826086,0.0,0.13043478260869565,0.0,0.021739130434782608,0.0,0.17391304347826086,0.021739130434782608,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダノンバラード,72,サンデーサイレンス系,2088.6486486486488,0.02702702702702703,0.0,0.08108108108108109,0.0,0.6486486486486487,0.125,0.24324324324324326,0.3333333333333333,0.4583333333333333,0.15151515151515152,0.05555555555555555,0.0,0.8472222222222222,0.18032786885245902,0.1111111111111111,0.25,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.5,0.19444444444444445,0.05555555555555555,0.0,0.1111111111111111,0.25,0.08333333333333333,0.16666666666666666,0.2222222222222222,0.125,0.19444444444444445,0.05555555555555555,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダノンプレミアム,59,サンデーサイレンス系,1600.0,0.2,0.0,0.4666666666666667,0.14285714285714285,0.3333333333333333,0.2,0.0,0.0,0.2542372881355932,0.13333333333333333,0.0,0.0,0.8135593220338984,0.16666666666666666,0.1694915254237288,0.3,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830508474576,0.0,0.4745762711864407,0.17857142857142858,0.03389830508474576,0.0,0.11864406779661017,0.14285714285714285,0.2542372881355932,0.2,0.0847457627118644,0.2,0.1864406779661017,0.06779661016949153,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ダノンレジェンド,49,デピュティミニスター系,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.7142857142857143,0.34285714285714286,0.1836734693877551,0.4444444444444444,0.10204081632653061,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.4897959183673469,0.3333333333333333,0.08163265306122448,0.0,0.14285714285714285,0.2857142857142857,0.12244897959183673,0.5,0.08163265306122448,0.0,0.3469387755102041,0.16326530612244897,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ディスクリートキャットDiscreet Cat(米),60,ストームキャット系,1311.111111111111,0.5555555555555556,0.2,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.15,0.2222222222222222,0.0,0.0,0.85,0.2549019607843137,0.11666666666666667,0.2857142857142857,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.4666666666666667,0.25,0.11666666666666667,0.2857142857142857,0.18333333333333332,0.18181818181818182,0.11666666666666667,0.2857142857142857,0.08333333333333333,0.2,0.25,0.06666666666666667,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ディープインパクト,44,サンデーサイレンス系,2013.6,0.08,0.0,0.12,0.0,0.52,0.5384615384615384,0.28,0.42857142857142855,0.5227272727272727,0.391304347826087,0.045454545454545456,0.0,0.8863636363636364,0.38461538461538464,0.06818181818181818,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3181818181818182,0.14285714285714285,0.18181818181818182,0.625,0.1590909090909091,0.42857142857142855,0.20454545454545456,0.2222222222222222,0.13636363636363635,0.6666666666666666,0.36363636363636365,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ディープブリランテ,32,サンデーサイレンス系,2250.0,0.0,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.15625,0.2,0.0625,0.0,0.875,0.21428571428571427,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.53125,0.11764705882352941,0.09375,0.0,0.1875,0.5,0.0625,0.0,0.09375,0.0,0.1875,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ディーマジェスティ,42,サンデーサイレンス系,1966.923076923077,0.0,0.0,0.3076923076923077,0.0,0.5384615384615384,0.14285714285714285,0.15384615384615385,0.0,0.2857142857142857,0.16666666666666666,0.023809523809523808,0.0,0.8571428571428571,0.2222222222222222,0.11904761904761904,0.2,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.6190476190476191,0.3076923076923077,0.07142857142857142,0.0,0.14285714285714285,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.23809523809523808,0.09523809523809523,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
デクラレーションオブウォー,73,ノーザンダンサー系,2162.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1643835616438356,0.3333333333333333,0.0,0.0,0.8493150684931506,0.20967741935483872,0.0958904109589041,0.0,0.0410958904109589,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.4657534246575342,0.20588235294117646,0.0684931506849315,0.2,0.1917808219178082,0.14285714285714285,0.136986301369863,0.3,0.0958904109589041,0.14285714285714285,0.1917808219178082,0.1095890410958904,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
トーセンラー,30,サンデーサイレンス系,1996.6666666666667,0.25,0.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2,0.06666666666666667,0.0,0.8333333333333334,0.2,0.16666666666666666,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0,0.16666666666666666,0.4,0.23333333333333334,0.1,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ドゥラメンテ,95,キングカメハメハ系,2148.0,0.0,0.0,0.075,0.0,0.65,0.23076923076923078,0.275,0.5454545454545454,0.4,0.2894736842105263,0.021052631578947368,0.0,0.8947368421052632,0.3176470588235294,0.09473684210526316,0.1111111111111111,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031578947368421054,0.0,0.35789473684210527,0.29411764705882354,0.08421052631578947,0.25,0.23157894736842105,0.2727272727272727,0.16842105263157894,0.25,0.12631578947368421,0.4166666666666667,0.29473684210526313,0.08421052631578947,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ドレフォンDrefong(米),199,ミスタープロスペクター系,2030.0,0.20689655172413793,0.3333333333333333,0.1724137931034483,0.6,0.3103448275862069,0.2222222222222222,0.3103448275862069,0.3333333333333333,0.11055276381909548,0.36363636363636365,0.035175879396984924,0.2857142857142857,0.864321608040201,0.29651162790697677,0.10552763819095477,0.47619047619047616,0.03015075376884422,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01507537688442211,0.0,0.36180904522613067,0.3472222222222222,0.1407035175879397,0.2857142857142857,0.23115577889447236,0.21739130434782608,0.18090452261306533,0.3333333333333333,0.06532663316582915,0.23076923076923078,0.31155778894472363,0.09045226130653267,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ナダルNadal(米),63,ストームキャット系,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8253968253968254,0.40384615384615385,0.1111111111111111,0.42857142857142855,0.015873015873015872,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.3333333333333333,0.5238095238095238,0.14285714285714285,0.2222222222222222,0.19047619047619047,0.4166666666666667,0.2222222222222222,0.2857142857142857,0.09523809523809523,0.16666666666666666,0.38095238095238093,0.12698412698412698,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ニューイヤーズデイ,80,ミスタープロスペクター系,1810.0,0.25,0.0,0.375,0.0,0.125,0.0,0.25,0.0,0.0875,0.14285714285714285,0.0125,0.0,0.8625,0.2753623188405797,0.1,0.125,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.425,0.23529411764705882,0.1125,0.3333333333333333,0.2375,0.2631578947368421,0.15,0.25,0.05,0.0,0.25,0.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ノーブルミッションNoble Mission(英),22,デインヒル系,1560.0,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.8181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.4090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.045454545454545456,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ハーツクライ,83,サンデーサイレンス系,2211.6326530612246,0.04081632653061224,0.0,0.061224489795918366,0.0,0.5306122448979592,0.23076923076923078,0.3673469387755102,0.2222222222222222,0.5180722891566265,0.23255813953488372,0.07228915662650602,0.16666666666666666,0.8795180722891566,0.3013698630136986,0.12048192771084337,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024096385542168676,0.0,0.5060240963855421,0.21428571428571427,0.1566265060240964,0.46153846153846156,0.13253012048192772,0.45454545454545453,0.060240963855421686,0.2,0.12048192771084337,0.4,0.30120481927710846,0.08433734939759036,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ハービンジャーHarbinger(英),74,デインヒル系,1893.3333333333333,0.09090909090909091,0.0,0.15151515151515152,0.2,0.6363636363636364,0.38095238095238093,0.12121212121212122,0.0,0.43243243243243246,0.375,0.013513513513513514,0.0,0.8648648648648649,0.3125,0.12162162162162163,0.3333333333333333,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.4864864864864865,0.3888888888888889,0.14864864864864866,0.36363636363636365,0.1891891891891892,0.21428571428571427,0.08108108108108109,0.16666666666666666,0.08108108108108109,0.3333333333333333,0.32432432432432434,0.06756756756756757,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
バゴBago(仏),26,サドラーズウェルズ系,2207.2727272727275,0.0,0.0,0.09090909090909091,0.0,0.5454545454545454,0.3333333333333333,0.36363636363636365,0.0,0.38461538461538464,0.2,0.038461538461538464,0.0,0.9230769230769231,0.25,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2692307692307692,0.0,0.11538461538461539,0.0,0.3076923076923077,0.25,0.15384615384615385,0.0,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
パイロPyro(米),79,エーピーインディ系,2130.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.02531645569620253,0.0,0.0,0.0,0.8607594936708861,0.3088235294117647,0.10126582278481013,0.375,0.02531645569620253,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35443037974683544,0.2857142857142857,0.189873417721519,0.26666666666666666,0.24050632911392406,0.3157894736842105,0.12658227848101267,0.4,0.08860759493670886,0.42857142857142855,0.31645569620253167,0.10126582278481013,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ビッグアーサー,74,サンデーサイレンス系,1300.0,0.6428571428571429,0.3333333333333333,0.32142857142857145,0.2222222222222222,0.03571428571428571,0.0,0.0,0.0,0.3783783783783784,0.2857142857142857,0.0,0.0,0.8108108108108109,0.2,0.17567567567567569,0.23076923076923078,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.36486486486486486,0.14814814814814814,0.13513513513513514,0.1,0.13513513513513514,0.4,0.16216216216216217,0.16666666666666666,0.17567567567567569,0.3076923076923077,0.20270270270270271,0.06756756756756757,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
