sire,n_runners,sire_line,avg_distance,dist_sprint_rate,dist_sprint_top3,dist_mile_rate,dist_mile_top3,dist_middle_rate,dist_middle_top3,dist_long_rate,dist_long_top3,surf_芝_rate,surf_芝_top3,surf_ダート_rate,surf_ダート_top3,tc_良_rate,tc_良_top3,tc_稍重_rate,tc_稍重_top3,tc_重_rate,tc_重_top3,tc_不良_rate,tc_不良_top3,venue_札幌_rate,venue_札幌_top3,venue_函館_rate,venue_函館_top3,venue_福島_rate,venue_福島_top3,venue_新潟_rate,venue_新潟_top3,venue_東京_rate,venue_東京_top3,venue_中山_rate,venue_中山_top3,venue_中京_rate,venue_中京_top3,venue_京都_rate,venue_京都_top3,venue_阪神_rate,venue_阪神_top3,venue_小倉_rate,venue_小倉_top3,overall_top3_rate,overall_win_rate,mstn_allele_c,mstn_allele_t,line_その他,line_エーピーインディ系,line_キングカメハメハ系,line_サドラーズウェルズ系,line_サンデーサイレンス系,line_ストームキャット系,line_デインヒル系,line_デピュティミニスター系,line_ノーザンダンサー系,line_ミスタープロスペクター系,line_ロベルト系
ビーチパトロールBeach Patrol(米),24,エーピーインディ系,2176.3636363636365,0.0,0.0,0.0,0.0,0.7272727272727273,0.25,0.2727272727272727,0.0,0.4166666666666667,0.2,0.041666666666666664,0.0,0.9166666666666666,0.18181818181818182,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.09090909090909091,0.25,0.16666666666666666,0.16666666666666666,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ファインニードル,49,サンデーサイレンス系,1254.5454545454545,0.7272727272727273,0.5,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0.45454545454545453,0.0,0.0,0.8367346938775511,0.2682926829268293,0.12244897959183673,0.5,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.46938775510204084,0.2608695652173913,0.061224489795918366,0.0,0.1836734693877551,0.1111111111111111,0.14285714285714285,0.2857142857142857,0.12244897959183673,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
フィエールマン,45,サンデーサイレンス系,1941.6,0.08,0.0,0.12,0.0,0.68,0.17647058823529413,0.12,0.0,0.5333333333333333,0.16666666666666666,0.022222222222222223,0.0,0.8444444444444444,0.15789473684210525,0.08888888888888889,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.5333333333333333,0.125,0.06666666666666667,0.0,0.1111111111111111,0.0,0.08888888888888889,0.0,0.17777777777777778,0.375,0.13333333333333333,0.044444444444444446,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
フィレンツェファイア,34,サンデーサイレンス系,1400.0,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.8529411764705882,0.13793103448275862,0.14705882352941177,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294117647056,0.0,0.029411764705882353,0.0,0.08823529411764706,0.0,0.4117647058823529,0.2857142857142857,0.08823529411764706,0.0,0.14705882352941177,0.058823529411764705,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
フォーウィールドライブFour Wheel Drive(米),50,ストームキャット系,1607.5,0.5,0.0,0.125,0.0,0.25,0.0,0.125,0.0,0.16,0.375,0.0,0.0,0.88,0.18181818181818182,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.16666666666666666,0.08,0.0,0.12,0.0,0.22,0.18181818181818182,0.1,0.4,0.2,0.1,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ブラックタイド,36,サンデーサイレンス系,2302.8571428571427,0.0,0.0,0.0,0.0,0.6190476190476191,0.38461538461538464,0.38095238095238093,0.625,0.5277777777777778,0.47368421052631576,0.05555555555555555,0.0,0.8611111111111112,0.3225806451612903,0.1388888888888889,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.05555555555555555,0.0,0.1111111111111111,0.0,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.3611111111111111,0.16666666666666666,0.05,0.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ブリックスアンドモルタルBricks and Mortar(米),124,ストームキャット系,1906.842105263158,0.10526315789473684,0.0,0.15789473684210525,0.0,0.6052631578947368,0.21739130434782608,0.13157894736842105,0.6,0.2903225806451613,0.19444444444444445,0.016129032258064516,0.0,0.8467741935483871,0.24761904761904763,0.10483870967741936,0.15384615384615385,0.04838709677419355,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.4112903225806452,0.27450980392156865,0.0967741935483871,0.08333333333333333,0.18548387096774194,0.30434782608695654,0.1774193548387097,0.2727272727272727,0.0967741935483871,0.16666666666666666,0.24193548387096775,0.07258064516129033,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ヘニーヒューズHenny Hughes(米),71,ストームキャット系,2080.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.056338028169014086,0.0,0.0,0.0,0.8591549295774648,0.3442622950819672,0.11267605633802817,0.375,0.014084507042253521,0.0,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.352112676056338,0.44,0.1267605633802817,0.5555555555555556,0.16901408450704225,0.25,0.16901408450704225,0.25,0.15492957746478872,0.2727272727272727,0.352112676056338,0.1267605633802817,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ベンバトルBenbatl(英),33,サドラーズウェルズ系,1847.0588235294117,0.058823529411764705,0.0,0.11764705882352941,0.0,0.8235294117647058,0.14285714285714285,0.0,0.0,0.5151515151515151,0.11764705882352941,0.0,0.0,0.8787878787878788,0.13793103448275862,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.5151515151515151,0.11764705882352941,0.06060606060606061,0.0,0.12121212121212122,0.0,0.09090909090909091,0.0,0.15151515151515152,0.2,0.15151515151515152,0.030303030303030304,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ホッコータルマエ,93,キングカメハメハ系,2882.8571428571427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.03225806451612903,0.0,0.043010752688172046,0.0,0.7849462365591398,0.2328767123287671,0.16129032258064516,0.13333333333333333,0.053763440860215055,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.43010752688172044,0.25,0.13978494623655913,0.23076923076923078,0.20430107526881722,0.21052631578947367,0.15053763440860216,0.2857142857142857,0.06451612903225806,0.0,0.22580645161290322,0.07526881720430108,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ポエティックフレアPoetic Flare(愛),21,デインヒル系,1714.2857142857142,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.9047619047619048,0.42105263157894735,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.0,0.23809523809523808,0.4,0.14285714285714285,0.0,0.14285714285714285,0.0,0.38095238095238093,0.14285714285714285,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
マインドユアビスケッツMind Your Biscuits(米),86,ストームキャット系,2286.6666666666665,0.08333333333333333,0.0,0.0,0.0,0.5,0.0,0.4166666666666667,0.4,0.11627906976744186,0.1,0.023255813953488372,0.0,0.7906976744186046,0.14705882352941177,0.19767441860465115,0.17647058823529413,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.0,0.4069767441860465,0.11428571428571428,0.09302325581395349,0.375,0.19767441860465115,0.17647058823529413,0.1511627906976744,0.23076923076923078,0.11627906976744186,0.0,0.1511627906976744,0.05813953488372093,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
マクフィMakfi(英),61,デインヒル系,1638.3333333333333,0.4166666666666667,0.2,0.16666666666666666,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.19672131147540983,0.08333333333333333,0.0,0.0,0.7868852459016393,0.14583333333333334,0.13114754098360656,0.125,0.08196721311475409,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.47540983606557374,0.20689655172413793,0.08196721311475409,0.4,0.11475409836065574,0.0,0.14754098360655737,0.0,0.14754098360655737,0.1111111111111111,0.14754098360655737,0.04918032786885246,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
マジェスティックウォリアーMajestic Warrior(米),71,エーピーインディ系,3002.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028169014084507043,0.0,0.028169014084507043,0.0,0.8028169014084507,0.07017543859649122,0.15492957746478872,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.4225352112676056,0.06666666666666667,0.08450704225352113,0.0,0.15492957746478872,0.0,0.16901408450704225,0.08333333333333333,0.14084507042253522,0.1,0.056338028169014086,0.028169014084507043,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
マテラスカイ,32,サンデーサイレンス系,1600.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.6875,0.22727272727272727,0.1875,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53125,0.058823529411764705,0.0625,0.0,0.1875,0.3333333333333333,0.09375,0.0,0.125,0.0,0.21875,0.09375,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ミスターメロディ,40,サンデーサイレンス系,1377.7777777777778,0.4444444444444444,0.0,0.5555555555555556,0.2,0.0,0.0,0.0,0.0,0.225,0.1111111111111111,0.0,0.0,0.825,0.21212121212121213,0.1,0.0,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.4,0.25,0.075,0.0,0.225,0.1111111111111111,0.15,0.16666666666666666,0.125,0.0,0.175,0.075,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ミスチヴィアスアレックスMischevious Alex(米),39,ストームキャット系,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.8717948717948718,0.17647058823529413,0.07692307692307693,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.46153846153846156,0.2222222222222222,0.05128205128205128,0.0,0.07692307692307693,0.0,0.28205128205128205,0.36363636363636365,0.10256410256410256,0.0,0.23076923076923078,0.05128205128205128,0.4,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ミッキーアイル,92,サンデーサイレンス系,1608.4615384615386,0.34615384615384615,0.1111111111111111,0.34615384615384615,0.2222222222222222,0.15384615384615385,0.0,0.15384615384615385,0.0,0.2826086956521739,0.19230769230769232,0.0,0.0,0.8695652173913043,0.225,0.08695652173913043,0.5,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.25,0.21739130434782608,0.11956521739130435,0.2727272727272727,0.2391304347826087,0.2727272727272727,0.25,0.30434782608695654,0.11956521739130435,0.18181818181818182,0.25,0.05434782608695652,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
モズアスコット,82,サンデーサイレンス系,1522.2222222222222,0.2222222222222222,0.0,0.5555555555555556,0.4,0.2222222222222222,0.0,0.0,0.0,0.21951219512195122,0.2222222222222222,0.0,0.0,0.8902439024390244,0.3013698630136986,0.07317073170731707,0.16666666666666666,0.024390243902439025,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.32926829268292684,0.25925925925925924,0.10975609756097561,0.6666666666666666,0.2926829268292683,0.375,0.18292682926829268,0.13333333333333333,0.06097560975609756,0.0,0.2926829268292683,0.0975609756097561,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
モーニン,48,その他,1800.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.8541666666666666,0.14634146341463414,0.10416666666666667,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.5,0.16666666666666666,0.08333333333333333,0.0,0.14583333333333334,0.0,0.125,0.16666666666666666,0.08333333333333333,0.0,0.125,0.0,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
モーリス,141,ロベルト系,1735.1063829787233,0.2765957446808511,0.3076923076923077,0.19148936170212766,0.2222222222222222,0.44680851063829785,0.19047619047619047,0.0851063829787234,0.0,0.3191489361702128,0.24444444444444444,0.014184397163120567,0.0,0.9432624113475178,0.23308270676691728,0.0425531914893617,0.16666666666666666,0.0070921985815602835,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.3475177304964539,0.2857142857142857,0.09929078014184398,0.2857142857142857,0.2624113475177305,0.16216216216216217,0.1702127659574468,0.16666666666666666,0.09219858156028368,0.3076923076923077,0.23404255319148937,0.07801418439716312,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ラブリーデイ,35,サンデーサイレンス系,1851.3333333333333,0.2,0.0,0.26666666666666666,0.0,0.4,0.0,0.13333333333333333,0.0,0.37142857142857144,0.15384615384615385,0.05714285714285714,0.0,0.8857142857142857,0.22580645161290322,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.3142857142857143,0.18181818181818182,0.14285714285714285,0.4,0.34285714285714286,0.3333333333333333,0.11428571428571428,0.0,0.05714285714285714,0.0,0.22857142857142856,0.08571428571428572,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
リアルインパクト,31,サンデーサイレンス系,1971.6666666666667,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16129032258064516,0.4,0.03225806451612903,0.0,0.7741935483870968,0.08333333333333333,0.22580645161290322,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,0.10526315789473684,0.03225806451612903,0.0,0.12903225806451613,0.0,0.12903225806451613,0.0,0.0967741935483871,0.0,0.16129032258064516,0.06451612903225806,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
リアルスティール,138,サンデーサイレンス系,1901.111111111111,0.037037037037037035,0.0,0.16666666666666666,0.4444444444444444,0.6851851851851852,0.24324324324324326,0.1111111111111111,0.0,0.391304347826087,0.24074074074074073,0.0,0.0,0.9202898550724637,0.23622047244094488,0.050724637681159424,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.2898550724637681,0.2,0.11594202898550725,0.4375,0.21014492753623187,0.3103448275862069,0.21739130434782608,0.16666666666666666,0.13768115942028986,0.10526315789473684,0.2246376811594203,0.06521739130434782,0.3,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
リオンディーズ,147,サンデーサイレンス系,1820.0,0.15789473684210525,0.16666666666666666,0.18421052631578946,0.5714285714285714,0.5526315789473685,0.19047619047619047,0.10526315789473684,0.0,0.24489795918367346,0.2777777777777778,0.013605442176870748,0.0,0.8639455782312925,0.25984251968503935,0.10204081632653061,0.2,0.034013605442176874,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034013605442176874,0.0,0.42857142857142855,0.19047619047619047,0.14285714285714285,0.2857142857142857,0.19047619047619047,0.39285714285714285,0.11564625850340136,0.35294117647058826,0.08163265306122448,0.16666666666666666,0.2585034013605442,0.10204081632653061,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ルヴァンスレーヴ,106,サンデーサイレンス系,1700.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.8867924528301887,0.3404255319148936,0.09433962264150944,0.5,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.0,0.32075471698113206,0.38235294117647056,0.07547169811320754,0.375,0.2358490566037736,0.4,0.25471698113207547,0.3333333333333333,0.08490566037735849,0.2222222222222222,0.3490566037735849,0.14150943396226415,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ルーラーシップ,124,キングカメハメハ系,1933.3333333333333,0.044444444444444446,0.0,0.15555555555555556,0.0,0.6222222222222222,0.32142857142857145,0.17777777777777778,0.375,0.3629032258064516,0.26666666666666666,0.0,0.0,0.8790322580645161,0.22018348623853212,0.10483870967741936,0.15384615384615385,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.4274193548387097,0.16981132075471697,0.1693548387096774,0.2857142857142857,0.1532258064516129,0.15789473684210525,0.11290322580645161,0.14285714285714285,0.12903225806451613,0.375,0.20967741935483872,0.07258064516129033,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
レイデオロ,125,キングカメハメハ系,2045.0746268656717,0.014925373134328358,0.0,0.08955223880597014,0.5,0.6417910447761194,0.27906976744186046,0.2537313432835821,0.4117647058823529,0.536,0.3283582089552239,0.0,0.0,0.896,0.3125,0.088,0.45454545454545453,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.6,0.432,0.37037037037037035,0.064,0.375,0.152,0.3157894736842105,0.152,0.15789473684210525,0.16,0.3,0.328,0.12,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
レッドファルクス,38,サンデーサイレンス系,1557.5,0.5,0.0,0.25,0.0,0.125,0.0,0.125,0.0,0.21052631578947367,0.125,0.0,0.0,0.868421052631579,0.18181818181818182,0.10526315789473684,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.5263157894736842,0.45,0.05263157894736842,0.0,0.18421052631578946,0.0,0.07894736842105263,0.0,0.13157894736842105,0.0,0.23684210526315788,0.13157894736842105,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ロゴタイプ,27,サンデーサイレンス系,1906.25,0.125,0.0,0.5,0.0,0.125,0.0,0.25,0.0,0.2222222222222222,0.0,0.07407407407407407,0.0,0.7037037037037037,0.05263157894736842,0.14814814814814814,0.0,0.1111111111111111,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.48148148148148145,0.0,0.18518518518518517,0.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.14814814814814814,0.0,0.07407407407407407,0.037037037037037035,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ロジャーバローズ,38,サンデーサイレンス系,1778.5714285714287,0.21428571428571427,0.0,0.07142857142857142,0.0,0.6428571428571429,0.4444444444444444,0.07142857142857142,0.0,0.3684210526315789,0.35714285714285715,0.0,0.0,0.8947368421052632,0.17647058823529413,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.07142857142857142,0.05263157894736842,0.0,0.21052631578947367,0.125,0.15789473684210525,0.16666666666666666,0.21052631578947367,0.625,0.21052631578947367,0.05263157894736842,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ロージズインメイRoses in May(米),26,エーピーインディ系,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.8846153846153846,0.2608695652173913,0.07692307692307693,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.5384615384615384,0.2857142857142857,0.038461538461538464,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.11538461538461539,0.0,0.23076923076923078,0.038461538461538464,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ロードカナロア,221,キングカメハメハ系,1667.4603174603174,0.31746031746031744,0.35,0.2698412698412698,0.17647058823529413,0.31746031746031744,0.3,0.09523809523809523,0.16666666666666666,0.27601809954751133,0.2786885245901639,0.00904977375565611,0.0,0.8552036199095022,0.3333333333333333,0.11312217194570136,0.24,0.027149321266968326,0.16666666666666666,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.39819004524886875,0.3068181818181818,0.13122171945701358,0.3103448275862069,0.19909502262443438,0.3409090909090909,0.14027149321266968,0.22580645161290322,0.11764705882352941,0.34615384615384615,0.3167420814479638,0.09954751131221719,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ヴァンゴッホ,29,デインヒル系,1300.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.8275862068965517,0.08333333333333333,0.10344827586206896,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.2857142857142857,0.06896551724137931,0.0,0.27586206896551724,0.0,0.3448275862068966,0.2,0.06896551724137931,0.0,0.1724137931034483,0.034482758620689655,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ヴィクトワールピサ,33,サンデーサイレンス系,2382.1428571428573,0.21428571428571427,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.5714285714285714,0.125,0.2727272727272727,0.3333333333333333,0.15151515151515152,0.0,0.8484848484848485,0.14285714285714285,0.09090909090909091,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.3939393939393939,0.07692307692307693,0.21212121212121213,0.14285714285714285,0.09090909090909091,0.0,0.12121212121212122,0.0,0.09090909090909091,0.0,0.15151515151515152,0.030303030303030304,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
